id,uri,lemma,pos,morpho,principal_parts,prosody,validated
19599,a0957,aequitas,n,n-s---fn3-,aequitat,aequitas,1
19601,a0960,aequiuocus,a,aps---mn1-,aequiuoc aequiuoc aequiuoc,aequiuocus,1
19602,a0961,aequo,v,v1spia--1-,aequ aequau aequat,aequo,1
19605,a0965,aer,n,n-s---mn3-,aer,aer,1
19606,a0968,aeramen,n,n-s---nn3-,aeramin,aeramen,1
19607,a0970,aerarius,n,n-s---mn2-,aerari,aerarius,1
19608,a0992,aeruca,n,n-s---fn1-,aeruc,aeruca,1
19609,a0994,aerugino,v,v1spia--1-,aerugin aeruginau aeruginat,aerugino,1
19610,a0995,aerugo,n,n-s---fn3-,aerugin,aerugo,1
19611,a0997,aerumna,n,n-s---fn1-,aerumn,aerumna,1
19627,19627,aeterno,r,rp--------,,aeterno,1
19613,a1003,aerusco,v,v1spia--1-,aerusc aeruscau aerusca,aerusco,1
19614,a1004,aes,n,n-s---nn3-,aer,aes,1
19616,a1017,aestas,n,n-s---fn3-,aestat,aestas,1
19617,a1020,aestimatio,n,n-s---fn3-,aestimation,aestimatio,1
19618,a1021,aestimator,n,n-s---mn3-,aestimator,aestimator,1
19619,a0984,aestimatus,n,n-s---mn4-,aestimat,aestimatus,1
19603,a0962,aequor,n,n-s---nn3-,aequor,aequor,1
19628,19628,aeternum,r,rp--------,,aeternum,1
19624,a1038,aetatula,n,n-s---fn1-,aetatul,aetatula,1
19625,a1041,aeternitas,n,n-s---fn3-,aeternitat,aeternitas,1
19632,19632,Aethiopicus,a,aps---mn1-,Aethiopic Aethiopic Aethiopic,Aethiopicus,1
19633,19633,Aethiops,n,n-s---mn3-,Aethiop,Aethiops,0
19626,a1042,aeterno,v,v1spia--1-,aetern aeternau aeternat,aeterno,1
19637,19637,Afer,a,aps---mn1r,Afr Afr Afr,Afer,0
19635,19635,aeuitas,n,n-s---fn3-,aeuitat,aeuitas,1
19638,19638,Africa,n,n-s---fn1-,Afric,Africa,1
19639,19639,Africanus,a,aps---mn1-,African African African,Africanus,1
19629,a1046,aether,n,n-s---mn3-,aether,aether,1
19640,19640,Africus,a,aps---mn1-,Afric Afric Afric,Africus,1
19573,19573,Aegyptius,a,aps---mn1-,Aegypti Aegypti Aegypti,Aegyptius,0
19574,19574,Aegyptus,n,n-s---fn2-,Aegypt,Aegyptus,0
19634,a1049,aethra,n,n-s---fn1-,aethr,aethra,1
113028,i0257,illustratus,n,n-s---mn4-,illustrat,illustratus,0
19622,a1036,aestus,n,n-s---mn4-,aest,aestus,1
19623,a1037,aetas,n,n-s---fn3-,aetat,aetas,1
119895,119895,orditus,a,aps---mn1-,ordit ordit ordit,orditus,0
119897,119897,oreoselinon,n,n-s---nn2g,oreoselin,oreoselinon,0
46016,d0394,defluuium,n,n-s---nn2-,defluui,defluuium,0
19644,a1145,agger,n,n-s---mn3-,agger,agger,1
19646,a1165,agilis,a,aps---cn3i,agil agil agil,agilis,1
19647,a1166,agilitas,n,n-s---fn3-,agilitat,agilitas,1
45984,45984,congrus,n,n-s---mn2-,congru,congrus,0
19649,a1171,agitabilis,a,aps---cn3i,agitabil agitabil agitabil,agitabilis,1
19650,a1172,agitatio,n,n-s---fn3-,agitation,agitatio,1
19651,a1173,agitator,n,n-s---mn3-,agitator,agitator,1
46047,46047,crabatus,n,n-s---mn4-,crabat,crabatus,0
19652,a1191,agitatus,n,n-s---mn4-,agitat,agitatus,1
19655,a1179,agmen,n,n-s---nn3-,agmin,agmen,1
19657,a1186,agnellus,n,n-s---mn2-,agnell,agnellus,1
19658,a1192,agniculus,n,n-s---mn2-,agnicul,agniculus,1
19659,a1195,agnitio,n,n-s---fn3-,agnition,agnitio,1
19660,a8894,agnitus,n,n-s---mn4-,agnit,agnitus,1
19661,a1198,agnomen,n,n-s---nn3-,agnomin,agnomen,1
19663,a1204,agnosco,v,v1spia--3-,agnosc agnou agnit,agnosco,1
19664,a1208,ago,v,v1spia--3-,ag eg act,ago,1
19648,19648,agiliter,r,rp--------,agilit,agiliter,1
19653,19653,agitatus,a,aps---mn1-,agitat agitat agitat,agitatus,1
19667,a1233,agricola,n,n-s---mn1-,agricol,agricola,1
19670,a1248,aientia,n,n-s---fn1-,aienti,aientia,1
19671,a1256,ala,n,n-s---fn1-,al,ala,1
19674,a1264,alacritas,n,n-s---fn3-,alacritat,alacritas,1
19675,a1265,alapa,n,n-s---fn1-,alap,alapa,1
19676,a1272,alatus,a,aps---mn1-,alat alat alat,alatus,1
19677,a1277,albarium,n,n-s---nn2-,albari,albarium,1
19678,a1278,albedo,n,n-s---fn3-,albedin,albedo,1
19666,19666,agonizo,v,v1spia--1-,agoniz agonizau agoniza,agonizo,1
19680,a1282,albesco,v,v1spia--3-,albesc - -,albesco,1
19681,a1296,albinus,n,n-s---mn2-,albin,albinus,1
19684,a1311,album,n,n-s---nn2-,alb,album,1
19685,a1307,albumen,n,n-s---nn3-,albumin,albumen,1
19686,a1308,albumentum,n,n-s---nn2-,albument,albumentum,1
19687,a1311,albus,a,aps---mn1-,alb alb alb,albus,1
19679,19679,albens,a,aps---an3i,albent albent albent,albens,1
19689,a1324,alea,n,n-s---fn1-,ale,alea,1
19694,19694,Alexandrea,n,n-s---fn1-,Alexandre,Alexandrea,0
19692,a1333,alesco,v,v1spia--3-,alesc - -,alesco,1
19693,a1335,aletudo,n,n-s---fn3-,aletudin,aletudo,1
19691,19691,ales,a,aps---an3-,alit alit alit,ales,1
19642,19642,Agaso,n,n-s---mn3-,Agason,Agaso,1
19698,19698,alias,r,rp--------,,alias,1
19696,a1343,algor,n,n-s---mn3-,algor,algor,1
19697,a1345,algus,n,n-s---mn4-,alg,algus,1
19709,19709,alio,r,rp--------,,alio,1
19700,a1356,alienatio,n,n-s---fn3-,alienation,alienatio,1
19702,a1362,alieno,v,v1spia--1-,alien alienau alienat,alieno,1
19703,a1363,alienus,n,n-s---mn2-,alien,alienus,1
19704,a1364,alifer,a,aps---mn1r,alifer alifer alifer,alifer,1
19706,a1367,alimentum,n,n-s---nn2-,aliment,alimentum,1
19707,a1370,alimonia,n,n-s---fn1-,alimoni,alimonia,1
19710,19710,alioquin,r,rp--------,,alioquin,1
19665,19665,Agon,n,n-s---mn3-,Agon,Agon,1
19708,a1370,alimonium,n,n-s---nn2-,alimoni,alimonium,1
19711,a1372,aliorsum,r,rp--------,,aliorsum,1
19643,a1137,ager,n,n-s---mn2r,agr,ager,1
119896,119896,oreon,n,n-s---nn2g,ore,oreon,0
45983,d1797,disiunctim,r,rp--------,occisor,disiunctim,0
46010,46010,desponsor,a,aps---cn3-,desponsor desponsor desponsor,desponsor,0
19785,a1668,amethystus,n,n-s---fn2-,amethyst,amethystus,1
19717,a9214,aliubi,r,rp--------,,aliubi,1
19719,a1506,alius,a,aps---mn1p,al al al,alius,1
19718,a1382,alium,n,n-s---nn2-,ali,alium,1
19715,19715,aliter,r,rp--------,,aliter,1
19721,a1405,allegoria,n,n-s---fn1-,allegori,allegoria,1
19723,a1454,almus,a,aps---mn1-,alm alm alm,almus,1
19724,a1456,alnus,n,n-s---fn2-,aln,alnus,1
19725,a1460,alogia,n,n-s---fn1-,alogi,alogia,1
19752,a1546,aluus,n,n-s---cn2-,alu,aluus,1
19722,19722,allegorice,r,rp--------,allegoric,allegorice,1
19747,19747,Aluta,n,n-s---fn1-,Alut,Aluta,1
19728,19728,Alpinus,a,aps---mn1-,Alpin Alpin Alpin,Alpinus,0
19731,19731,alteratio,n,n-s---fn3-,alteration,alteratio,1
19733,19733,alterco,v,v1spia--1-,alterc altercau alterca,alterco,1
19737,19737,alternatus,a,aps---mn1-,alternat alternat alternat,alternatus,1
19732,a1485,altercatio,n,n-s---fn3-,altercation,altercatio,1
19735,a1490,alternatim,r,rp--------,,alternatim,1
19738,19738,alternis,r,rp--------,,alternis,1
19744,19744,altus,a,aps---mn1-,alt alt alt,altus,1
19736,a8490,alternatio,n,n-s---fn3-,alternation,alternatio,1
19740,a1494,alternus,a,aps---mn1-,altern altern altern,alternus,1
19762,19762,Amazon,n,n-s---fn3-,Amazon,Amazon,1
19755,19755,amans,a,aps---an3i,amant amant amant,amans,1
19742,a1522,altitudo,n,n-s---fn3-,altitudin,altitudo,1
19743,a1530,altrix,n,n-s---fn3-,altric,altrix,1
19748,a1534,aluarium,n,n-s---nn2-,aluari,aluarium,1
19749,a1539,alueare,n,n-s---nn3i,aluear,alueare,1
19761,19761,amatus,a,aps---mn1-,amat amat amat,amatus,1
19768,19768,ambigue,r,rp--------,ambigu,ambigue,1
19750,a1539,aluearium,n,n-s---nn2-,alueari,aluearium,1
19751,a1543,alueolus,n,n-s---mn2-,alueol,alueolus,1
19729,a1480,altare,n,n-s---nn3i,altar,altare,1
19757,a1575,amarantus,n,n-s---mn2-,amarant,amarantus,1
19758,a1584,amaritudo,n,n-s---fn3-,amaritudin,amaritudo,1
19759,a1589,amarus,a,aps---mn1-,amar amar amar,amarus,1
19760,a1593,amasius,n,n-s---mn2-,amasi,amasius,1
19763,a1605,ambages,n,n-s---fn3-,ambag,ambages,1
19714,19714,aliquantum,r,rp--------,aliquant,aliquantum,1
19764,a1607,ambago,n,n-s---fn3-,ambagin,ambago,1
19767,a1622,ambigo,v,v1spia--3-,ambig - -,ambigo,1
19769,a1623,ambiguitas,n,n-s---fn3-,ambiguitat,ambiguitas,1
19771,a1626,ambio,v,v1spia--4-,amb ambi ambit,ambio,1
19772,a1627,ambitio,n,n-s---fn3-,ambition,ambitio,1
19774,a8896,ambitus,n,n-s---mn4-,ambit,ambitus,1
19776,a1644,ambulatio,n,n-s---fn3-,ambulation,ambulatio,1
19777,a1647,ambulator,n,n-s---mn3-,ambulator,ambulator,1
19778,a1648,ambulatorius,a,aps---mn1-,ambulatori ambulatori ambulatori,ambulatorius,1
19779,a1635,ambulatura,n,n-s---fn1-,ambulatur,ambulatura,1
19713,19713,aliquanto,r,rp--------,,aliquanto,1
19780,a1650,ambulo,v,v1spia--1-,ambul ambulau ambulat,ambulo,1
19782,a1660,amens,a,aps---an3i,ament ament ament,amens,1
19783,a1662,amentia,n,n-s---fn1-,amenti,amentia,1
19784,a1664,ames,n,n-s---mn3-,amit,ames,1
19786,a1677,amicimen,n,n-s---nn3-,amicimin,amicimen,1
119903,119903,Oria,n,n-s---fn1-,Ori,Oria,0
19791,a8898,amictus,n,n-s---mn4-,amict,amictus,1
19792,a1654,amiculum,n,n-s---nn2-,amicul,amiculum,1
19793,a1687,amicus,n,n-s---mn2-,amic,amicus,1
19794,a1689,amissio,n,n-s---fn3-,amission,amissio,1
19797,a1700,amnestia,n,n-s---fn1-,amnesti,amnestia,1
19798,a1704,amnis,n,n-s---mn3i,amn,amnis,1
19799,a1707,amoebaeus,a,aps---mn1-,amoebae amoebae amoebae,amoebaeus,1
19800,a1708,amoenitas,n,n-s---fn3-,amoenitat,amoenitas,1
19803,a1713,amolitio,n,n-s---fn3-,amolition,amolitio,1
19804,a1716,amor,n,n-s---mn3-,amor,amor,1
19805,a1722,amotio,n,n-s---fn3-,amotion,amotio,1
19806,a1724,amoueo,v,v1spia--2-,amou amou amot,amoueo,1
119905,119905,oribata,n,n-s---mn1-,oribat,oribata,0
19810,a1739,amphibrachys,n,n-s---mn3g,amphibrachy,amphibrachys,1
45989,e0126,efferitas,n,n-s---fn3-,praetorian,efferitas,0
19813,a1761,ampla,n,n-s---fn1-,ampl,ampla,1
19816,a1780,amplexus,n,n-s---mn4-,amplex,amplexus,1
19817,a1767,ampliatio,n,n-s---fn3-,ampliation,ampliatio,1
19811,,amphitheatrum,n,n-s---nn2-,amphitheatr,amphitheatrum,1
19821,a1774,amplio,v,v1spia--1-,ampli ampliau ampliat,amplio,1
19837,a1883,anas,n,n-s---fn3-,anat,anăs,1
19825,a1777,amplo,v,v1spia--1-,ampl amplau amplat,amplo,1
19826,a1778,amplus,a,aps---mn1-,ampl ampl ampl,amplus,1
19827,a1788,amputatio,n,n-s---fn3-,amputation,amputatio,1
19849,a1925,anclo,v,v1spia--1-,ancl anclau ancla,anclo,1
19828,a1792,amputo,v,v1spia--1-,amput amputau amputat,amputo,1
19830,a1799,amusia,n,n-s---fn1-,amusi,amusia,1
19831,a1806,amygdala,n,n-s---fn1-,amygdal,amygdala,1
19832,a1806,amygdalum,n,n-s---nn2-,amygdal,amygdalum,1
19833,a1806,amygdalus,n,n-s---fn2-,amygdal,amygdalus,1
19836,a1864,analogia,n,n-s---fn1-,analogi,analogia,1
19841,a1896,anathemo,v,v1spia--1-,anathem anathemau anathemat,anathemo,1
19842,a1898,anaticula,n,n-s---fn1-,anaticul,anaticula,1
19843,a1900,anatocismus,n,n-s---mn2-,anatocism,anatocismus,1
19844,a1903,anatomia,n,n-s---fn1-,anatomi,anatomia,1
19845,a1904,anatomicus,a,aps---mn1-,anatomic anatomic anatomic,anatomicus,1
19846,a1916,ancilla,n,n-s---fn1-,ancill,ancilla,1
19848,a1924,anclabris,a,aps---cn3i,anclabr anclabr anclabr,anclabris,1
19850,a1926,ancon,n,n-s---mn3-,ancon,ancon,1
19853,a1958,anesum,n,n-s---nn2-,anes,anesum,1
19834,a1813,amylum,n,n-s---nn2-,amyl,amylum,1
19856,a1968,anfractus,n,n-s---mn4-,anfract,anfractus,1
19858,a1975,angelicus,a,aps---mn1-,angelic angelic angelic,angelicus,1
19859,a1979,angelus,n,n-s---mn2-,angel,angelus,1
113029,i0278,illustria,n,n-s---fn1-,illustri,illustria,0
46058,46058,ducenties,n,n-s---fn5-,ducentesim ducen ducent,ducenties,0
19790,a8684,amictorium,n,n-s---nn2-,amictori,amictorium,1
19819,19819,amplifice,r,rp--------,,amplifice,1
19822,19822,ampliter,r,rp--------,,ampliter,1
19812,a1757,amphora,n,n-s---fn1-,amphor,amphora,1
19789,a2383,amicities,n,n-s---fn5-,amiciti,amicities,1
19824,19824,amplius,r,rp--------,,amplius,1
19852,19852,Andron,n,n-s---mn3-,Andron,Andron,1
19857,19857,angarius,n,n-s---mn2-,angari,angarius,1
119904,119904,oriae,n,n-p---fn1-,ori,oriae,0
19823,a1775,amplitudo,n,n-s---fn3-,amplitudin,amplitudo,1
119907,119907,oridurius,a,aps---mn1-,oriduri oriduri oriduri,oridurius,0
19864,a1985,angor,n,n-s---mn3-,angor,angor,1
19865,a1991,anguilla,n,n-s---fn1-,anguill,anguilla,1
19866,a1996,anguis,n,n-s---mn3i,angu,anguis,1
19867,a2004,angulus,n,n-s---mn2-,angul,angulus,1
19869,a2010,angustus,a,aps---mn1-,angust angust angust,angustus,1
19870,a2014,anhelitus,n,n-s---mn4-,anhelit,anhelitus,1
19872,a2025,anilitas,n,n-s---fn3-,anilitat,anilitas,1
19873,a2028,anima,n,n-s---fn1-,anim,anima,1
19876,a1944,animaduerto,v,v1spia--3-,animaduert animaduert animaduers,animaduerto,1
19877,a2033,animaequus,a,aps---mn1-,animaequ animaequ animaequ,animaequus,1
19878,a2034,animal,n,n-s---nn3i,animal,animal,1
19880,a2034,animalis,a,aps---cn3i,animal animal animal,animalis,1
19881,a2055,animatus,n,n-s---mn4-,animat,animatus,1
19883,a2039,animax,a,aps---an3-,animac animac animac,animax,1
19886,a2042,animositas,n,n-s---fn3-,animositat,animositas,1
45986,45986,fumaculum,n,n-s---nn2-,fumacul,fumaculum,0
19887,a2043,animosus,a,aps---mn1-,animos animos animos,animosus,1
19888,a2046,animus,n,n-s---mn2-,anim,animus,1
19915,19915,Antemna,n,n-s---fn1-,Antemn,Antemna,1
19890,a2061,anniuersarius,a,aps---mn1-,anniuersari anniuersari anniuersari,anniuersarius,1
19891,a2067,annosus,a,aps---mn1-,annos annos annos,annosus,1
19892,a2077,annus,n,n-s---mn2-,ann,annus,1
19894,a2083,anomalia,n,n-s---fn1-,anomali,anomalia,1
19895,a2090,anquiro,v,v1spia--3-,anquir anquisiu anquisit,anquiro,1
19896,a2092,ansa,n,n-s---fn1-,ans,ansa,1
19897,a2101,ansula,n,n-s---fn1-,ansul,ansula,1
19898,a2103,antagonista,n,n-s---mn1-,antagonist,antagonista,1
19901,a2114,antecantamentum,n,n-s---nn2-,antecantament,antecantamentum,1
19902,a2117,antecapio,v,v1spia--3i,antecap antecep antecept,antecapio,1
19882,19882,animatus,a,aps---mn1-,animat animat animat,animatus,1
19904,a2118,antecedo,v,v1spia--3-,anteced antecess antecess,antecedo,1
19905,a7118,antecello,v,v1spia--3-,antecell - -,antecello,1
19907,a2125,antecursor,n,n-s---mn3-,antecursor,antecursor,1
19885,19885,animose,r,rp--------,animos,animose,1
19912,a2139,antelogium,n,n-s---nn2-,antelogi,antelogium,1
19913,a2142,anteloquium,n,n-s---nn2-,anteloqui,anteloquium,1
19914,a2146,anteludium,n,n-s---nn2-,anteludi,anteludium,1
19916,a2165,antepono,v,v1spia--3-,antepon anteposu anteposit,antepono,1
19917,a2167,antepotens,a,aps---an3i,antepotent antepotent antepotent,antepotens,1
19919,a2175,antesignanus,n,n-s---mn2-,antesignan,antesignanus,1
19871,a2015,anhelo,v,v1spia--1-,anhel anhelau anhelat,anhelo,1
19899,19899,ante,r,rp--------,,ante,1
19903,19903,antecedens,a,aps---an3i,antecedent antecedent antecedent,antecedens,1
19924,a2225,anticipo,v,v1spia--1-,anticip anticipau anticipat,anticipo,1
19926,a2241,antiphona,n,n-s---fn1-,antiphon,antiphona,1
19927,a2250,antiquitas,n,n-s---fn3-,antiquitat,antiquitas,1
19922,19922,Antichristus,n,n-s---mn2-,Antichrist,Antichristus,1
19928,a2251,antiquitus,r,rp--------,,antiquitus,1
19862,19862,Anglia,n,n-s---fn1-,Angli,Anglia,1
19925,a2229,antidotum,n,n-s---nn2-,antidot,antidotum,1
19923,a2223,anticipatio,n,n-s---fn3-,anticipation,anticipatio,1
19860,a1980,angina,n,n-s---fn1-,angin,angina,1
19863,a1983,ango,v,v1spia--3-,ang - -,ango,1
19935,a2276,antlia,n,n-s---fn1-,antli,antlia,1
19936,a2279,antonomasia,n,n-s---fn1-,antonomasi,antonomasia,1
45985,h0360,hinc,r,rp--------,,hinc,0
19938,a2290,anulus,n,n-s---mn2-,anul,anulus,1
19941,a2296,anxietas,n,n-s---fn3-,anxietat,anxietas,1
19943,a2301,anxitudo,n,n-s---fn3-,anxitudin,anxitudo,1
19944,a2983,anxius,a,aps---mn1-,anxi anxi anxi,anxius,1
19934,19934,antistrophe,n,n-s---fn1g,antistroph,antistrophe,1
19945,a2320,aper,n,n-s---mn2r,apr,aper,1
19946,a2322,aperio,v,v1spia--4-,aper aperu apert,aperio,1
19948,a2325,apertio,n,n-s---fn3-,apertion,apertio,1
19940,19940,anxie,r,rp--------,,anxie,1
19950,a2330,apertura,n,n-s---fn1-,apertur,apertura,1
19942,19942,anxietudo,n,n-s---fn3-,anxietudin,anxietudo,1
19954,a2345,aphronitrum,n,n-s---nn2-,aphronitr,aphronitrum,1
19955,a2352,apiarium,n,n-s---nn2-,apiari,apiarium,1
19956,a2352,apiarius,n,n-s---mn2-,apiari,apiarius,1
19960,a2374,apluda,n,n-s---fn1-,aplud,apluda,1
19961,a2377,apocalypsis,n,n-s---fn3i,apocalyps,apocalypsis,1
19963,a2399,apodicticus,a,aps---mn1-,apodictic apodictic apodictic,apodicticus,1
19965,a2403,apographon,n,n-s---nn2g,apograph,apographon,1
19967,a2410,apologia,n,n-s---fn1-,apologi,apologia,1
19932,a2265,antistita,n,n-s---fn1-,antistit,antistita,1
19969,a2413,apologus,n,n-s---mn2-,apolog,apologus,1
46033,46033,huccine,r,rp--------,,huccine,0
19970,a2421,apoplecticus,a,aps---mn1-,apoplectic apoplectic apoplectic,apoplecticus,1
19971,a2423,apoplexis,n,n-s---fn3i,apoplex,apoplexis,1
19972,a2425,apopsis,n,n-s---fn3i,apops,apopsis,1
19973,a2426,aporia,n,n-s---fn1-,apori,aporia,1
19974,a2434,apostasia,n,n-s---fn1-,apostasi,apostasia,1
19977,a2443,apostolatus,n,n-s---mn4-,apostolat,apostolatus,1
19978,a2444,apostolicus,a,aps---mn1-,apostolic apostolic apostolic,apostolicus,1
19979,a2445,apostolus,n,n-s---mn2-,apostol,apostolus,1
19982,a2454,apotheosis,n,n-s---fn3i,apotheos,apotheosis,1
19984,a2502,apparatus,n,n-s---mn4-,apparat,apparatus,1
19986,a2456,apparentia,n,n-s---fn1-,apparenti,apparentia,1
19987,a2468,appareo,v,v1spia--2-,appar apparu apparit,appareo,1
19988,a2470,apparitio,n,n-s---fn3-,apparition,apparitio,1
19947,19947,aperte,r,rp--------,apert,aperte,1
19989,a2473,apparo,v,v1spia--1-,appar apparau apparat,apparo,1
19951,19951,apertus,a,aps---mn1-,apert apert apert,apertus,1
19992,a2487,appendix,n,n-s---fn3-,appendic,appendix,1
19996,a2492,appetentia,n,n-s---fn1-,appetenti,appetentia,1
19998,a2495,appetitio,n,n-s---fn3-,appetition,appetitio,1
19999,a8901,appetitus,n,n-s---mn4-,appetit,appetitus,1
20000,a2498,appeto,v,v1spia--3-,appet appetiu appetit,appeto,1
19983,19983,apparate,r,rp--------,apparat,apparate,1
20002,a2508,applico,v,v1spia--1-,applic applicu applicit,applico,1
20003,a2513,appono,v,v1spia--3-,appon apposu apposit,appono,1
23899,i0281,illustro,v,v1spia--1-,illustr illustrau illustrat,illustro,1
19931,a2264,antistes,n,n-s---cn3-,antistit,antistes,1
19985,19985,apparatus,a,aps---mn1-,apparat apparat apparat,apparatus,1
19995,19995,appetenter,r,rp--------,,appetenter,1
19966,19966,Apollo,n,n-s---mn3-,Apollin,Apollo,0
19991,a2482,appello,v,v1spia--3-,appell appul appuls,appello,1
20011,a2532,approbatio,n,n-s---fn3-,approbation,approbatio,1
46027,i1003,inauratus,a,aps---mn1-,inaurat inaurat inaurat,inauratus,0
20012,a2535,approbo,v,v1spia--1-,approb approbau approbat,approbo,1
20013,a2536,approbus,a,aps---mn1-,approb approb approb,approbus,1
20015,a2542,appropinquo,v,v1spia--1-,appropinqu appropinquau appropinquat,appropinquo,1
20016,a2543,appropio,v,v1spia--1-,appropi appropiau appropiat,appropio,1
20017,a2546,approximo,v,v1spia--1-,approxim approximau approximat,approximo,1
20018,a2547,appugno,v,v1spia--1-,appugn appugnau appugnat,appugno,1
20019,a8903,appulsus,n,n-s---mn4-,appuls,appulsus,1
20020,a2575,apto,v,v1spia--1-,apt aptau aptat,apto,1
20023,a2589,aqualiculus,n,n-s---mn2-,aqualicul,aqualiculus,1
20024,a1373,aquifolium,n,n-s---nn2-,aquifoli,aquifolium,1
20025,a1531,aquila,n,n-s---fn1-,aquil,aquila,1
20026,a2612,aquilo,n,n-s---mn3-,aquilon,aquilo,1
20027,a2625,ara,n,n-s---fn1-,ar,ara,1
20029,a2641,aratio,n,n-s---fn3-,aration,aratio,1
20030,a2644,arator,n,n-s---mn3-,arator,arator,1
20031,a2647,aratrum,n,n-s---nn2-,aratr,aratrum,1
20032,a2648,arbilla,n,n-s---fn1-,arbill,arbilla,1
20033,a2649,arbiter,n,n-s---mn2r,arbitr,arbiter,1
20035,a2652,arbitrarius,a,aps---mn1-,arbitrari arbitrari arbitrari,arbitrarius,1
20036,a8904,arbitratus,n,n-s---mn4-,arbitrat,arbitratus,1
20037,a2657,arbitrium,n,n-s---nn2-,arbitri,arbitrium,1
20041,a2665,arbuscula,n,n-s---fn1-,arbuscul,arbuscula,1
20006,a2509,appositus,n,n-s---mn4-,apposit,appositus,1
20043,a2674,arca,n,n-s---fn1-,arc,arca,1
20044,a2683,arceo,v,v1spia--2-,arc arcu -,arceo,1
20045,a2686,arcessitio,n,n-s---fn3-,arcessition,arcessitio,1
20021,20021,aptus,a,aps---mn1-,apt apt apt,aptus,1
20046,a2687,arcessitor,n,n-s---mn3-,arcessitor,arcessitor,1
20047,a2676,arcessitus,n,n-s---mn4-,arcessit,arcessitus,1
20050,a2692,archangelus,n,n-s---mn2-,archangel,archangelus,1
20052,a2696,archetypus,a,aps---mn1-,archetyp archetyp archetyp,archetypus,1
20053,a2706,archiepiscopus,n,n-s---mn2-,archiepiscop,archiepiscopus,1
20055,a2725,architecton,n,n-s---mn3-,architecton,architecton,1
20057,a2726,architectonicus,a,aps---mn1-,architectonic architectonic architectonic,architectonicus,1
20059,a2730,architectura,n,n-s---fn1-,architectur,architectura,1
20038,20038,arbitro,v,v1spia--1-,arbitr arbitrau arbitra,arbitro,1
20060,a2733,architectus,n,n-s---mn2-,architect,architectus,1
20064,a2754,arcuatura,n,n-s---fn1-,arcuatur,arcuatura,1
20065,a2755,arcuatus,a,aps---mn1-,arcuat arcuat arcuat,arcuatus,1
20066,a2764,arcus,n,n-s---mn4-,arc,arcus,1
20067,a2766,ardea,n,n-s---fn1-,arde,ardea,1
20070,a2767,ardeo,v,v1spia--2-,ard ars ars,ardeo,1
20049,20049,archaicus,a,aps---mn1-,archaic archaic archaic,archaicus,1
20061,20061,archiuum,n,n-s---nn2-,archiu,archiuum,1
20072,a2768,ardiola,n,n-s---fn1-,ardiol,ardiola,1
113031,i0282,illutibarbus,a,aps---mn1-,illutibarb illutibarb illutibarb,illutibarbus,0
20040,a2659,arbor,n,n-s---fn3-,arbor,arbor,1
20063,20063,arctous,a,aps---mn1-,arcto arcto arcto,arctous,1
20068,20068,ardens,a,aps---an3i,ardent ardent ardent,ardens,1
20069,20069,ardenter,r,rp--------,ardent,ardenter,1
20007,20007,appositus,a,aps---mn1-,apposit apposit apposit,appositus,1
20008,a2521,appotus,a,aps---mn1-,appot appot appot,appotus,1
119910,119910,origanon,n,n-s---nn2g,origan,origanon,0
20083,a2797,argilla,n,n-s---fn1-,argill,argilla,1
46014,m0446,matellio,n,n-s---mn3-,matellion,matellio,0
20086,a2808,argumentum,n,n-s---nn2-,argument,argumentum,1
119900,119900,Oreum,n,n-s---nn2-,Ore,Oreum,0
