id,uri,lemma,pos,validated,morpho,principal_parts,prosody
20370,b0135,barcala,n,1,n-s---mn1-,barcal,barcala
20373,b0140,bardus,a,1,aps---mn1-,bard bard bard,bardus
20372,b0162,bardus,n,1,n-s---mn2-,bard,bardus
20374,b0445,baro,n,1,n-s---mn3-,baron,baro
20375,b0148,barrus,n,1,n-s---mn2-,barr,barrus
20376,b0152,bascauda,n,1,n-s---fn1-,bascaud,bascauda
20377,b0154,basiatio,n,1,n-s---fn3-,basiation,basiatio
20379,b0165,basiliscus,n,1,n-s---mn2-,basilisc,basiliscus
20380,b0168,basio,v,1,v1spia--1-,basi basiau basiat,basio
20381,b0170,basis,n,1,n-s---fn3i,bas,basis
20382,b0171,basium,n,1,n-s---nn2-,basi,basium
20383,b0183,batioca,n,1,n-s---fn1-,batioc,batioca
20384,b0191,battuo,v,1,v1spia--3-,battu - -,battuo
20386,b0206,beatitudo,n,1,n-s---fn3-,beatitudin,beatitudo
20388,b0209,bebo,v,1,v1spia--1-,beb bebau bebat,bebo
20389,b0213,beccus,n,1,n-s---mn2-,becc,beccus
20391,b0220,bellator,n,1,n-s---mn3-,bellator,bellator
46054,46054,soca,n,0,n-s---fn1-,soc,soca
20394,b0227,bellicosus,a,1,aps---mn1-,bellicos bellicos bellicos,bellicosus
20395,b0230,bellifer,a,1,aps---mn1r,bellifer bellifer bellifer,bellifer
20409,20409,benedictus,a,1,aps---mn1-,benedict benedict benedict,benedictus
20396,b0235,belligerator,n,1,n-s---mn3-,belligerator,belligerator
20398,b0242,bellosus,a,1,aps---mn1-,bellos bellos bellos,bellosus
20387,20387,beatus,a,1,aps---mn1-,beat beat beat,beatus
20400,b0244,bellum,n,1,n-s---nn2-,bell,bellum
20401,b0245,bellus,a,1,aps---mn1-,bell bell bell,bellus
20402,b0248,belualis,a,1,aps---cn3i,belual belual belual,belualis
20404,b0250,beluinus,a,1,aps---mn1-,beluin beluin beluin,beluinus
20390,20390,belbus,n,1,n-s---mn2-,belb,belbus
20405,b0163,beluus,a,1,aps---mn1-,belu belu belu,beluus
20407,b9256,benedico,v,1,v1spia--3-,benedic benedix benedict,benedico
20408,b0258,benedictio,n,1,n-s---fn3-,benediction,benedictio
20411,b0262,beneficentia,n,1,n-s---fn1-,beneficenti,beneficentia
20412,b0266,beneficium,n,1,n-s---nn2-,benefici,benĕficium
20414,b9271,beneplacitum,n,1,n-s---nn2-,beneplacit,beneplacitum
20393,20393,belle,r,1,rp--------,bell,belle
20415,b0795,beneuolentia,n,1,n-s---fn1-,beneuolenti,beneuolentia
20417,b0274,benignitas,n,1,n-s---fn3-,benignitat,benignitas
20419,b0278,beo,v,1,v1spia--1-,be beau beat,beo
20421,b0491,bestia,n,1,n-s---fn1-,besti,bestia
20399,20399,bellua,n,1,n-s---fn1-,bellu,bellua
20422,b0284,bestialis,a,1,aps---cn3i,bestial bestial bestial,bestialis
20416,20416,benigne,r,1,rp--------,benign,benigne
20423,b0254,bestiola,n,1,n-s---fn1-,bestiol,bestiola
20425,b0292,betulla,n,1,n-s---fn1-,betull,betulla
20427,b0306,bibliopola,n,1,n-s---mn1-,bibliopol,bibliopola
113034,i0285,illuuiosus,a,0,aps---mn1-,illuuios illuuios illuuios,illuuiosus
20362,b0110,baptizatio,n,1,n-s---fn3-,baptization,baptizatio
20363,b0112,baptizo,v,1,v1spia--1-,baptiz baptizau baptizat,baptizo
20418,20418,benigniter,r,1,rp--------,benign,benigniter
119925,119925,oriturus,a,0,aps---mn1-,oritur oritur oritur,oriturus
20413,b0268,beneficus,a,1,aps---mn1-,benefic benefic benefic,beneficus
20432,b0371,bilinguis,a,1,aps---cn3i,bilingu bilingu bilingu,bilinguis
119926,119926,oriza,n,0,n-s---fn1-,oriz,oriza
20470,b0576,bouinus,a,1,aps---mn1-,bouin bouin bouin,bouinus
20433,b0373,bilis,n,1,n-s---fn3i,bil,bilis
20436,b0428,bison,n,1,n-s---mn3i,bisont,bison
20437,b0438,bitumen,n,1,n-s---nn3-,bitumin,bitumen
20438,b0424,biuium,n,1,n-s---nn2-,biui,biuium
20440,b0461,blandimentum,n,1,n-s---nn2-,blandiment,blandimentum
20443,b0464,blanditor,n,1,n-s---mn3-,blanditor,blanditor
20444,b0465,blandulus,a,1,aps---mn1-,blandul blandul blandul,blandulus
20445,b0466,blandus,a,1,aps---mn1-,bland bland bland,blandus
20446,b0469,blasphematio,n,1,n-s---fn3-,blasphemation,blasphematio
20447,b0472,blasphemia,n,1,n-s---fn1-,blasphemi,blasphemia
20448,b0473,blasphemo,v,1,v1spia--1-,blasphem blasphemau blasphema,blasphemo
20449,b0477,blatero,v,1,v1spia--1-,blater blaterau blaterat,blatero
20451,b0496,blatta,n,1,n-s---fn1-,blatt,blatta
20452,b0549,boatus,n,1,n-s---mn4-,boat,boatus
20453,b0498,boethus,n,1,n-s---mn2-,boeth,boethus
20454,b0499,boia,n,1,n-s---fn1-,boi,boia
20457,b0527,bombyx,n,1,n-s---cn3-,bombyc,bombyx
20458,b0533,bonitas,n,1,n-s---fn3-,bonitat,bonitas
20462,b0539,boo,v,1,v1spia--1-,bo boau boat,boo
20465,b0544,boreus,a,1,aps---mn1-,bore bore bore,boreus
20466,b0550,borrio,v,1,v1spia--4-,borr borriu borrit,borrio
46001,46001,uocamen,a,0,aps---mn1-,uocamin uocamin uocamin,uocamen
20468,b0569,botulus,n,1,n-s---mn2-,botul,botulus
20469,b0573,bouillus,a,1,aps---mn1-,bouill bouill bouill,bouillus
20467,b0551,bos,n,1,n-s---cn3-,bou,bos
20471,b0579,brabeuta,n,1,n-s---mn1-,brabeut,brabeuta
20472,b0591,bracchium,n,1,n-s---nn2-,bracchi,bracchium
20473,b0607,brassica,n,1,n-s---fn1-,brassic,brassica
20476,b0624,breuiator,n,1,n-s---mn3-,breuiator,breuiator
20479,b0627,breuiloquentia,n,1,n-s---fn1-,breuiloquenti,breuiloquentia
20480,b0629,breuio,v,1,v1spia--1-,breui breuiau breuiat,breuio
20482,b0631,breuitas,n,1,n-s---fn3-,breuitat,breuitas
20464,20464,Boreas,n,1,n-s---mn1g,Bore,Boreas
20485,b0645,bruchus,n,1,n-s---mn2-,bruch,bruchus
20486,b0646,bruma,n,1,n-s---fn1-,brum,bruma
20487,b0647,brumalis,a,1,aps---cn3i,brumal brumal brumal,brumalis
20489,b0651,brutus,a,1,aps---mn1-,brut brut brut,brutus
20490,b0661,bubalus,n,1,n-s---mn2-,bubal,bubalus
20484,20484,Britannicus,a,1,aps---mn1-,Britannic Britannic Britannic,Britannicus
20475,20475,brephotrophium,n,1,n-s---nn2-,brephotrophi,brephotrophium
20492,b0697,bubulus,a,1,aps---mn1-,bubul bubul bubul,bubulus
20493,b0677,bucca,n,1,n-s---fn1-,bucc,bucca
20483,20483,breuiter,r,1,rp--------,breuit,breuiter
20494,b0683,buccellatum,n,1,n-s---nn2-,buccellat,buccellatum
20495,b0684,bucco,n,1,n-s---mn3-,buccon,bucco
20496,b0692,bucetum,n,1,n-s---nn2-,bucet,bucetum
20498,b0707,bucula,n,1,n-s---fn1-,bucul,bucula
20500,b0710,bufo,n,1,n-s---mn3-,bufon,bufo
113035,i0286,imaginabilis,a,0,aps---cn3i,imaginabil imaginabil imaginabil,imaginabilis
20430,b0311,bibo,v,1,v1spia--3-,bib bib bibit,bibo
20488,20488,Brutus,n,0,n-s---mn2-,Brut,Brutus
20431,20431,bifariam,r,1,rp--------,,bifariam
20459,20459,Bononia,n,0,n-s---fn1-,Bononi,Bononia
46061,t1097,transuectio,n,0,n-s---fn3-,transuection,transuectio
20507,b0746,burdo,n,1,n-s---mn3-,burdon,burdo
20509,b0769,bustum,n,1,n-s---nn2-,bust,bustum
20510,b0788,buxum,n,1,n-s---nn2-,bux,buxum
119928,119928,orminalis,n,0,n-s---fn3i,orminal,orminalis
20512,c0002,caballus,n,1,n-s---mn2-,caball,caballus
20513,c0021,caccabus,n,1,n-s---mn2-,caccab,caccabus
20514,c0036,caco,v,1,v1spia--1-,cac cacau cacat,caco
20516,c0050,cacumen,n,1,n-s---nn3-,cacumin,cacumen
20518,c0052,cadauer,n,1,n-s---nn3-,cadauer,cadauer
20520,c0061,cado,v,1,v1spia--3-,cad cecid cas,cado
20522,c0070,cadus,n,1,n-s---mn2-,cad,cadus
20523,c0076,caecitas,n,1,n-s---fn3-,caecitat,caecitas
20525,c0080,caecus,a,1,aps---mn1-,caec caec caec,caecus
20527,c0083,caedo,v,1,v1spia--3-,caed caecid caes,caedo
20528,c0086,caelator,n,1,n-s---mn3-,caelator,caelator
20529,c0087,caelebs,a,1,aps---an3-,caelib caelib caelib,caelebs
20530,c0088,caeles,a,1,aps---an3-,caelit caelit caelit,caeles
20533,c0095,caelicola,n,1,n-s---cn1-,caelicol,caelicola
20534,c0096,caelicus,a,1,aps---mn1-,caelic caelic caelic,caelicus
20535,c0104,caelo,v,1,v1spia--1-,cael caelau caelat,caelo
20537,c0111,caenulentus,a,1,aps---mn1-,caenulent caenulent caenulent,caenulentus
20538,c0112,caenum,n,1,n-s---nn2-,caen,caenum
20539,c0119,caerefolium,n,1,n-s---nn2-,caerefoli,caerefolium
20540,c0000,caerimonia,n,1,n-s---fn1-,caerimoni,caerimonia
20541,c0626,caeruleus,a,1,aps---mn1-,caerule caerule caerule,caeruleus
20564,c2491,calidus,a,1,aps---mn1-,calid calid calid,calidus
20549,c0177,calcaneum,n,1,n-s---nn2-,calcane,calcaneum
20544,c9914,caesura,n,1,n-s---fn1-,caesur,caesura
20545,c0164,calamitas,n,1,n-s---fn3-,calamitat,calamitas
20547,c0166,calamitosus,a,1,aps---mn1-,calamitos calamitos calamitos,calamitosus
20548,c0168,calamus,n,1,n-s---mn2-,calam,calamus
20550,c0178,calcar,n,1,n-s---nn3i,calcar,calcar
20560,c0212,calculus,n,1,n-s---mn2-,calcul,calculus
20553,c0190,calceamentum,n,1,n-s---nn2-,calceament,calceamentum
20554,c9980,calceatus,n,1,n-s---mn4-,calceat,calceatus
46099,a1471,alphos,n,0,n-s---mn2g,alph,alphos
20555,c0195,calceolarius,n,1,n-s---mn2-,calceolari,calceolarius
20556,c0198,calceus,n,1,n-s---mn2-,calce,calceus
20526,c0082,caedes,n,1,n-s---fn3i,caed,caedes
46021,46021,adcurate,r,0,rp--------,adcuratius adcuratissime,adcurate
20542,20542,Caesar,n,0,n-s---mn3-,Caesar,Caesar
20505,b0731,bullio,v,1,v1spia--4-,bull bulliu bullit,bullio
20546,20546,calamitose,r,1,rp--------,,calamitose
20562,c0214,calefacio,v,1,v1spia--3i,calefac calefec calefact,calefacio
20551,20551,calcatus,a,1,aps---mn1-,calcat calcat calcat,calcatus
113036,i0287,imaginabundus,a,0,aps---mn1-,imaginabund imaginabund imaginabund,imaginabundus
20561,20561,caldor,n,1,n-s---mn3-,caldor,caldor
20504,b0728,bulla,n,1,n-s---fn1-,bull,bulla
20557,c0203,calco,v,1,v1spia--1-,calc calcau calcat,calco
101065,101065,uasa,n,0,n-p---nn2-,uas,uasa
20543,c9913,caesum,n,1,n-s---nn2-,caes,caesum
20559,c0209,calculo,v,1,v1spia--1-,calcul calculau calculat,calculo
20563,c0218,calefacto,v,1,v1spia--1-,calefact calefactau calefactat,calefacto
20511,20511,Byzantium,n,0,n-s---nn2-,Byzanti,Byzantium
20567,c0239,caligo,n,1,n-s---fn3-,caligin,caligo
20506,b0733,bullo,v,1,v1spia--1-,bull bullau bullat,bullo
46082,a1666,amethystinus,a,0,aps---mn1-,amethystin amethystin amethystin,amethystinus
119929,119929,orminos,n,0,n-s---mn2g,ormin,orminos
20642,c0499,capillus,n,1,n-s---mn2-,capill,capillus
20571,c0268,callositas,n,1,n-s---fn3-,callositat,callositas
119935,119935,ornatulus,a,0,aps---mn1-,ornatul ornatul ornatul,ornatulus
20573,c0272,calo,v,1,v1spia--1-,cal calu -,calo
20576,c0281,caltha,n,1,n-s---fn1-,calth,caltha
20594,c0325,caminus,n,1,n-s---mn2-,camin,caminus
20580,c2991,calua,n,1,n-s---fn1-,calu,calua
20581,c9284,caluaria,n,1,n-s---fn1-,caluari,caluaria
20604,c0375,cancer,n,1,n-s---mn2r,cancr,cancer
20584,c0290,caluitium,n,1,n-s---nn2-,caluiti,caluitium
20577,c0292,calumnia,n,1,n-s---fn1-,calumni,calumnia
20597,c0328,campe,n,1,n-s---fn1g,camp,campe
20588,c0306,calyx,n,1,n-s---mn3-,calyc,calyx
20589,c0316,camella,n,1,n-s---fn1-,camell,camella
46138,46138,amplificatrum,n,0,n-s---nn2-,amplificatr,amplificatrum
20591,c3037,camelus,n,1,n-s---cn2-,camel,camelus
20634,c9983,cantus,n,1,n-s---mn4-,cant,cantus
20596,c9916,campana,n,1,n-s---fn1-,campan,campana
20582,20582,caluio,v,1,v1spia--4-,calu caluiu caluit,caluio
20598,c1593,campus,n,1,n-s---mn2-,camp,campus
20599,c0350,camus,n,1,n-s---mn2-,cam,camus
20600,c0361,canaliculus,n,1,n-s---mn2-,canalicul,canaliculus
20593,20593,camerarius,n,1,n-s---mn2-,camerari,camerarius
20605,c0379,canceroma,n,1,n-s---nn3-,canceromat,canceroma
20606,c0385,candelabrum,n,1,n-s---nn2-,candelabr,candelabrum
20610,c0401,canicula,n,1,n-s---fn1-,canicul,canicula
20574,c0276,calor,n,1,n-s---mn3-,calor,calor
20614,c2412,canna,n,1,n-s---fn1-,cann,canna
20608,20608,candide,r,1,rp--------,,candide
20616,c0427,cannula,n,1,n-s---fn1-,cannul,cannula
20617,c0428,cano,v,1,v1spia--3-,can cecin cant,cano
20620,20620,canore,r,1,rp--------,,canore
20618,c0429,canon,n,1,n-s---mn3-,canon,canon
20619,c0433,canor,n,1,n-s---mn3-,canor,canor
20621,c0434,canorus,a,1,aps---mn1-,canor canor canor,canorus
20622,c2748,cantabrum,n,1,n-s---nn2-,cantabr,cantabrum
20624,c0443,cantatio,n,1,n-s---fn3-,cantation,cantatio
20625,c0444,cantator,n,1,n-s---mn3-,cantator,cantator
20568,20568,Caligula,n,1,n-s---mn1-,Caligul,Caligula
20626,c1962,cantharis,n,1,n-s---fn3-,cantharid,cantharis
20627,c0455,cantherius,n,1,n-s---mn2-,cantheri,cantherius
20628,c0457,canticulum,n,1,n-s---nn2-,canticul,canticulum
20630,c0460,cantilena,n,1,n-s---fn1-,cantilen,cantilena
20631,c0463,cantio,n,1,n-s---fn3-,cantion,cantio
20632,c0466,canto,v,1,v1spia--1-,cant cantau cantat,canto
20633,c0467,cantor,n,1,n-s---mn3-,cantor,cantor
20635,c0472,canus,a,1,aps---mn1-,can can can,canus
20636,c0476,capacitas,n,1,n-s---fn3-,capacitat,capacitas
20638,c0483,caper,n,1,n-s---mn2r,apr,caper
20640,c0490,capillamentum,n,1,n-s---nn2-,capillament,capillamentum
20641,c0496,capillitium,n,1,n-s---nn2-,capilliti,capillitium
20587,c0304,calyculus,n,1,n-s---mn2-,calycul,calyculus
20569,c0245,calix,n,1,n-s---mn3-,calic,calix
20611,20611,canis,n,1,n-s---mn3-,can,canis
20603,c0372,cancello,v,1,v1spia--1-,cancell cancellau cancellat,cancello
20583,c0290,caluities,n,1,n-s---fn5-,caluiti,caluities
119877,119877,orbs,n,0,n-s---mn3i,orb,orbs
20662,c0590,capulus,n,1,n-s---mn2-,capul,capulus
20647,20647,Capitolium,n,1,n-s---nn2-,Capitoli,Capitolium
20649,c0528,capo,n,1,n-s---mn3-,capon,capo
20652,c0537,caprea,n,1,n-s---fn1-,capre,caprea
20653,c0543,capricornus,n,1,n-s---mn2-,capricorn,capricornus
20654,c0546,caprificus,n,1,n-s---fn2-,caprific,caprificus
20655,c0557,capsa,n,1,n-s---fn1-,caps,capsa
20656,c0563,capsula,n,1,n-s---fn1-,capsul,capsula
20658,c0572,captiosus,a,1,aps---mn1-,captios captios captios,captiosus
20659,c0574,captiuitas,n,1,n-s---fn3-,captiuitat,captiuitas
20660,c9918,captura,n,1,n-s---fn1-,captur,captura
20661,c9984,captus,n,1,n-s---mn4-,capt,captus
20663,c0591,capus,n,1,n-s---mn2-,cap,capus
20712,20712,cassis,n,1,n-s---mn3i,cass,cassis
20667,c0606,carbunculus,n,1,n-s---mn2-,carbuncul,carbunculus
20668,c0608,carcer,n,1,n-s---mn3-,carcer,carcer
20691,c0675,carnifico,v,1,v1spia--1-,carnific - -,carnifico
20670,c0614,carchesium,n,1,n-s---nn2-,carchesi,carchesium
20671,c0623,cardamomum,n,1,n-s---nn2-,cardamom,cardamomum
20674,c0633,cardo,n,1,n-s---mn3-,cardin,cardo
20701,20701,Carthago,n,0,n-s---fn3-,Carthagin,Carthago
20676,c0635,carduus,n,1,n-s---mn2-,cardu,carduus
20677,c9920,carentia,n,1,n-s---fn1-,carenti,carentia
20678,c0638,careum,n,1,n-s---nn2-,care,careum
20679,c0642,caries,n,1,n-s---fn5-,cari,caries
20680,c0643,carina,n,1,n-s---fn1-,carin,carina
20682,c0655,caritas,n,1,n-s---fn3-,caritat,caritas
20683,c4060,carmen,n,1,n-s---nn3-,carmin,carmen
20686,c0663,carnarium,n,1,n-s---nn2-,carnari,carnarium
20687,c0664,carnatio,n,1,n-s---fn3-,carnation,carnatio
20672,20672,cardelis,n,1,n-s---fn3-,cardel,cardelis
20688,c0666,carneus,a,1,aps---mn1-,carne carne carne,carneus
20689,c0670,carnifex,n,1,n-s---mn3-,carnific,carnifex
20692,c0678,carnosus,a,1,aps---mn1-,carnos carnos carnos,carnosus
20694,c0688,carpa,n,1,n-s---fn1-,carp,carpa
20695,c0692,carpentum,n,1,n-s---nn2-,carpent,carpentum
20696,c0698,carpo,v,1,v1spia--3-,carp carps carpt,carpo
20685,20685,carnaliter,r,1,rp--------,,carnaliter
20697,c9698,carptim,r,1,rp--------,,carptim
20698,c0710,carruca,n,1,n-s---fn1-,carruc,carruca
20702,c0718,cartilago,n,1,n-s---fn3-,cartilagin,cartilago
20703,c0721,carus,a,1,aps---mn1-,car car car,carus
20704,c0724,caryon,n,1,n-s---nn2g,cary,caryon
20645,c0506,capistrum,n,1,n-s---nn2-,capistr,capistrum
20705,c0625,caryota,n,1,n-s---fn1-,caryot,caryota
20706,c0728,casa,n,1,n-s---fn1-,cas,casa
20707,c0734,cascus,a,1,aps---mn1-,casc casc casc,cascus
20709,c0741,casia,n,1,n-s---fn1-,casi,casia
20710,c0731,casnar,n,1,n-s---mn3-,casnar,casnar
20711,c0749,cassida,n,1,n-s---fn1-,cassid,cassida
20713,c0755,cassiterum,n,1,n-s---nn2-,cassiter,cassiterum
20714,c0757,cassito,v,1,v1spia--1-,cassit cassitau cassitat,cassito
20715,q0155,casso,v,1,v1spia--1-,cass cassau cassat,casso
20669,20669,Carchedonius,a,1,aps---mn1-,Carchedoni Carchedoni Carchedoni,Carchedonius
113037,i0288,imaginalis,a,0,aps---cn3i,imaginal imaginal imaginal,imaginalis
20644,c0505,capistro,v,1,v1spia--1-,capistr capistrau capistrat,capistro
119911,o0998,origanus,n,0,n-s---mn2-,origan,origanus
119948,119948,orozelum,n,0,n-s---nn2-,orozel,orozelum
119952,119952,orropygium,n,0,n-s---nn2-,orropygi,orropygium
20767,c1020,cautes,n,1,n-s---fn3i,caut,cautes
20770,c0928,cauamen,n,1,n-s---nn3-,cauamin,cauamen
20722,c0776,castigo,v,1,v1spia--1-,castig castigau castigat,castigo
20723,c0778,castimonia,n,1,n-s---fn1-,castimoni,castimonia
20724,c0781,castitas,n,1,n-s---fn3-,castitat,castitas
20725,c0783,castor,n,1,n-s---mn3-,castor,castor
20727,c0788,castratio,n,1,n-s---fn3-,castration,castratio
20728,c0796,castro,v,1,v1spia--1-,castr castrau castrat,castro
20729,c0800,casula,n,1,n-s---fn1-,casul,casula
20730,c9985,casus,n,1,n-s---mn4-,cas,casus
20733,c0834,catapirateria,n,1,n-s---fn1-,catapirateri,catapirateria
20735,c0840,catapotium,n,1,n-s---nn2-,catapoti,catapotium
20736,c0841,catapulta,n,1,n-s---fn1-,catapult,catapulta
20738,c0847,catarrhus,n,1,n-s---mn2-,catarrh,catarrhus
20740,c0863,catechista,n,1,n-s---mn1-,catechist,catechista
20750,c0900,catillus,n,1,n-s---mn2-,catill,catillus
20741,c0865,catechumenus,n,1,n-s---mn2-,catechumen,catechumenus
20742,c0866,categoria,n,1,n-s---fn1-,categori,categoria
20744,c0872,catena,n,1,n-s---fn1-,caten,catena
20746,c0880,caterua,n,1,n-s---fn1-,cateru,caterua
20747,c0885,cathedra,n,1,n-s---fn1-,cathedr,cathedra
20749,c0894,catholicus,a,1,aps---mn1-,catholic catholic catholic,catholicus
20752,c0907,catocha,n,1,n-s---fn1-,catoch,catocha
20719,c0767,castellum,n,1,n-s---nn2-,castell,castellum
20753,c0759,cattus,n,1,n-s---mn2-,catt,cattus
20754,c0923,catulus,n,1,n-s---mn2-,catul,catulus
20757,c0976,caulis,n,1,n-s---mn3i,caul,caulis
20771,c0931,cauatio,n,1,n-s---fn3-,cauation,cauatio
20772,c0996,cauatura,n,1,n-s---fn1-,cauatur,cauatura
20756,c0935,cauda,n,1,n-s---fn1-,caud,cauda
20773,c0945,cauea,n,1,n-s---fn1-,caue,cauea
20775,c0962,cauillator,n,1,n-s---mn3-,cauillator,cauillator
20777,c0980,cauo,v,1,v1spia--1-,cau cauau cauat,cauo
20778,c0981,cauositas,n,1,n-s---fn3-,cauositat,cauositas
20758,c0982,caupo,n,1,n-s---mn3-,caupon,caupo
20760,c0995,causa,n,1,n-s---fn1-,caus,causa
20762,c1000,causatio,n,1,n-s---fn3-,causation,causatio
46113,46113,bouida,n,0,n-s---fn1-,bouid,bouida
20763,c1008,causidicus,n,1,n-s---mn2-,causidic,causidicus
20764,c1013,causticus,a,1,aps---mn1-,caustic caustic caustic,causticus
20720,20720,castigate,r,1,rp--------,,castigate
20766,c1015,cautela,n,1,n-s---fn1-,cautel,cautela
20768,c1022,cautio,n,1,n-s---fn3-,caution,cautio
20780,c1028,cauus,a,1,aps---mn1-,cau cau cau,cauus
20782,c1039,cedrus,n,1,n-s---fn2-,cedr,cedrus
20784,c1045,celebratio,n,1,n-s---fn3-,celebration,celebratio
20748,20748,catholice,r,1,rp--------,,catholice
20786,c1047,celebritas,n,1,n-s---fn3-,celebritat,celebritas
20787,c1049,celebro,v,1,v1spia--1-,celebr celebrau celebrat,celebro
20765,20765,caute,r,1,rp--------,caut,caute
20769,20769,cautus,a,1,aps---mn1-,caut caut caut,cautus
20779,20779,cauus,n,1,n-s---mn2-,cau,cauus
20785,20785,celebratus,a,1,aps---mn1-,celebrat celebrat celebrat,celebratus
20751,20751,Cato,n,1,n-s---mn3-,Caton,Cato
20718,20718,caste,r,1,rp--------,cast,caste
46092,b0164,belua,n,0,n-s---fn1-,belu,belua
46087,c0256,callim,r,0,rp--------,,callim
20832,c1274,certo,v,1,v1spia--1-,cert - certat,certo
20821,c1233,cereus,a,1,aps---mn1-,cere cere cere,cereus
20827,c1268,certator,n,1,n-s---mn3-,certator,certator
20831,c1273,certitudo,n,1,n-s---fn3-,certitudin,certitudo
20824,c1252,ceroma,n,1,n-s---nn3-,ceromat,ceroma
20834,c1275,certus,a,1,aps---mn1-,cert cert cert,certus
20840,c1286,ceruicula,n,1,n-s---fn1-,ceruicul,ceruicula
20843,c1296,ceryx,n,1,n-s---mn3-,ceric,ceryx
20795,c1067,cella,n,1,n-s---fn1-,cell,cella
20796,c1078,celo,v,1,v1spia--1-,cel celau celat,celo
20797,c1084,celsitudo,n,1,n-s---fn3-,celsitudin,celsitudo
20798,c1089,cena,n,1,n-s---fn1-,cen,cena
20800,c1119,censeo,v,1,v1spia--2-,cens censu censit,censeo
20801,c1122,censitio,n,1,n-s---fn3-,censition,censitio
20802,c1123,censor,n,1,n-s---mn3-,censor,censor
20803,c1125,censorius,a,1,aps---mn1-,censori censori censori,censorius
20804,c1118,censura,n,1,n-s---fn1-,censur,censura
20805,c1130,census,n,1,n-s---mn4-,cens,census
20807,c1145,centipeda,n,1,n-s---fn1-,centiped,centipeda
20808,c1147,centipellio,n,1,n-s---mn3-,centipellion,centipellio
46135,p3361,praetempto,v,0,v1spia--1-,praetempt praetemptau praetemptat,praetempto
20812,c1197,cera,n,1,n-s---fn1-,cer,cera
20813,c1204,cerasium,n,1,n-s---nn2-,cerasi,cerasium
20815,c1206,cerasus,n,1,n-s---fn2-,ceras,cerasus
20816,c1213,ceratium,n,1,n-s---nn2-,cerati,ceratium
20817,c1225,cerdo,n,1,n-s---mn3-,cerdon,cerdo
20818,c1228,cerebellum,n,1,n-s---nn2-,cerebell,cerebellum
119954,119954,orsorius,a,0,aps---mn1-,orsori orsori orsori,orsorius
20794,20794,celeusma,n,1,n-s---nn3-,celeusmat,celeusma
20822,c1244,cerno,v,1,v1spia--3-,cern creu cret,cerno
20823,c1249,cernuus,n,1,n-s---mn2-,cernu,cernuus
20825,c1262,cerrus,n,1,n-s---fn2-,cerr,cerrus
20811,20811,cephalalgia,n,1,n-s---fn1-,cephalalgi,cephalalgia
20826,c1264,certamen,n,1,n-s---nn3-,certamin,certamen
20791,c1055,celeritas,n,1,n-s---fn3-,celeritat,celeritas
20828,c1310,certatus,n,1,n-s---mn4-,certat,certatus
20852,20852,Chaos,n,0,n-s---nn2-,-,Chaos
20842,c2004,ceruus,n,1,n-s---mn2-,ceru,ceruus
119955,119955,orsus,a,0,aps---mn1-,ors ors ors,orsus
20809,c1158,centrum,n,1,n-s---nn2-,centr,centrum
20836,c1997,cerua,n,1,n-s---fn1-,ceru,cerua
20829,20829,certe,r,1,rp--------,cert,certe
20793,c1059,celero,v,1,v1spia--1-,celer celerau celerat,celero
20841,c1289,ceruix,n,1,n-s---fn3-,ceruic,ceruix
20851,c1362,chamaeleon,n,1,n-s---mn3-,chamaeleont,n-s---mg3-=chamaeleonis
20844,c1297,cessatio,n,1,n-s---fn3-,cessation,cessatio
20845,c1309,cetarius,n,1,n-s---mn2-,cetari,cetarius
20833,20833,certo,r,1,rp--------,cert,certo
20837,20837,ceruical,n,1,n-s---nn3i,ceruical,ceruical
20848,c1338,chalcis,n,1,n-s---fn3-,chalcid,chalcis
20846,20846,ceterum,r,1,rp--------,,ceterum
20847,20847,ceu,r,1,rp--------,,ceu
20854,c1392,charisma,n,1,n-s---nn3-,charismat,charisma
20855,c1396,charta,n,1,n-s---fn1-,chart,charta
20857,20857,Charybdis,n,0,n-s---fn3i,Charybd,Charybdis
20820,20820,Ceres,n,1,n-s---fn3-,Cerer,Ceres
20790,20790,celere,r,1,rp--------,,celere
20856,c1396,chartus,n,1,n-s---mn2-,chart,chartus
119957,119957,orthampelos,n,0,n-s---fn2g,orthampel,orthampelos
46103,c1073,cellarius,n,0,n-s---mn2-,cellari,cellarius
20884,c1574,cibo,v,1,v1spia--1-,cib cibau cibat,cibo
20866,c1489,chorda,n,1,n-s---fn1-,chord,chorda
20867,c1493,chorea,n,1,n-s---fn1g,chore,chorea
20868,c1495,choreus,n,1,n-s---mn2-,chore,choreus
20869,c1506,chorus,n,1,n-s---mn2-,chor,chorus
20870,c1510,chrisma,n,1,n-s---nn3-,chrismat,chrisma
20907,c1693,circulo,v,1,v1spia--1-,circul circulau circula,circulo
46117,46117,campitor,n,0,n-s---mn3-,campitor,campitor
20872,20872,Christianitas,n,1,n-s---fn3-,Christianitat,Christianitas
20873,20873,Christianus,a,1,aps---mn1-,Christian Christian Christian,Christianus
20875,c1520,chronicus,a,1,aps---mn1-,chronic chronic chronic,chronicus
20876,c1521,chronius,a,1,aps---mn1-,chroni chroni chroni,chronius
20878,c1547,chrysocolla,n,1,n-s---fn1-,chrysocoll,chrysocolla
20881,c1562,chydaeus,a,1,aps---mn1-,chydae chydae chydae,chydaeus
20882,c1570,cibatio,n,1,n-s---fn3-,cibation,cibatio
